Année,Numéro,Département,Code INSEE,Nom de la commune,Date de première alerte,Surface parcourue (m2),Surface forêt (m2),Surface maquis garrigues (m2),Autres surfaces naturelles hors forêt (m2),Surfaces agricoles (m2),Autres surfaces (m2),Surface autres terres boisées (m2),Surfaces non boisées naturelles (m2),Surfaces non boisées artificialisées (m2),Surfaces non boisées (m2),Précision des surfaces,Type de peuplement,Décès ou bâtiments touchés,Nombre de décès,Nombre de bâtiments totalement détruits,Nombre de bâtiments partiellement détruits,Précision de la donnée,Nature,Malveillant,algorithme,random_forest_confidence,gradient_boosting_confidence
2023,14647,66,66149,Prades,10/5/23 20:39,300,300,0,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.421052632,0.31497624602642693,0.37286721156725416
2023,21610,83,83141,Trans-en-Provence,6/4/23 18:15,10,0,10,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Naturelle,0,0.25,0.2439033051116381,0.14478935016814082
2023,11403,13,13110,Trets,10/17/23 15:13,200,200,0,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (particulier),0,0.404761905,0.31151765252611213,0.28884692
2022,15115,66,66108,Millas,5/29/22 9:07,4600,700,3900,,,,,,,,,1,,,,,,Malveillance,1,0.577464789,0.35223841242524373,0.46476670688419336
2023,17298,40,40103,Gaillères,8/10/23 19:00,3000,3000,,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.094594595,0.2855901983759131,0.17702536103361427
2022,7215,61,61043,Berd'huis,7/29/22 21:26,200,0,,200,,,200,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.930232558,0.5373542355001232,0.9349427363494681
2023,358,34,34092,Cruzy,1/31/23 16:08,9817,0,9817,,,,,,,,Mesurées,1,Non,,,,,Involontaire (travaux),0,0.739130435,0.3538644013522682,0.47411192153800674
2023,22058,24,24354,La Roche-Chalais,5/2/23 21:30,127000,127000,,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.267716535,0.3078797433031032,0.28961561267457153
2023,21372,83,83015,Bauduen,1/25/23 11:30,150,150,0,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Accidentelle,0,0.106060606,0.2453678792755876,0.2025415492891806
2022,20992,11,11393,Tourouzelle,11/6/22 14:29,2000,,,,,,,,,,,,,,,,,Involontaire (travaux),0,0.105263158,0.3136704201534329,0.2455564482412517
2022,7484,56,56101,Languidic,9/17/22 16:13,15,0,,15,,,15,0,0,0,Mesurées,,,,,,,Involontaire (particulier),0,0.149425287,0.30306362377317475,0.17408896193287138
2023,1203,48,48198,Villefort,3/29/23 14:20,110000,0,110000,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (travaux),0,0.347222222,0.3182356926079308,0.092827955
2023,16512,84,84139,Fontaine-de-Vaucluse,8/15/23 17:11,230,230,0,0,0,0,,,,,Mesurées,4,Non,,,,,Accidentelle,0,0.716981132,0.31551925,0.28884692
2024,20119,13,13066,Noves,4/21/24 19:59,500,500,0,0,0,0,,,,,Estimées,1,Oui,0,1,0,,Accidentelle,0,0.036036036,0.2509210359151323,0.21077074039695642
2022,10596,24,24273,Molières,8/9/22 13:32,122000,122000,,0,,,0,,,,Mesurées,,Non,,,,,Accidentelle,0,0.230769231,0.31640406518844216,0.25478769910319227
2023,2797,15,15236,Thiézac,5/2/23 17:30,15000,15000,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.363636364,0.30481803654594414,0.19589930753968451
2024,19560,2B,2B020,Aregno,5/22/24 14:13,5500,0,5500,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.647058824,0.37166882027601195,0.7619481023119873
2022,14002,5,5045,Crots,3/27/22 14:25,8730,7500,130,,,,,,,1100,,4,,,,,,Involontaire (particulier),0,0.347368421,0.3209378369667689,0.27884340412605285
2023,19805,33,33417,Sainte-Hélène,2/10/23 13:42,20,20,,0,0,0,,,,,Estimées,,Non,0,0,0,,Malveillance,1,0.115384615,0.23096324265997376,0.14979845532775427
2023,21763,83,83008,Bagnols-en-Forêt,8/16/23 2:31,200,0,200,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Malveillance,1,0.234042553,0.25264942154003517,0.2025415492891806
2022,9912,79,79111,Ensigné,6/15/22 13:54,311000,500,,,310500,,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0,0.17,0.3110787429800357,0.25478769910319227
2022,21640,2A,2A345,Vero,4/30/22 10:49,30,,30,,,,,,,,,,,,,,,Involontaire (travaux),0,0.021505376,0.3167043638387969,0.1845097535160499
2023,9139,2B,2B292,Sant'Andréa-di-Bozio,9/12/23 12:22,500,0,500,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.803921569,0.4484967115727596,0.7870020325795886
2023,11805,5,5036,Châteauroux-les-Alpes,10/28/23 17:04,40,40,0,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.098591549,0.3005401260716392,0.18646133494340927
2022,18169,6,6002,Amirat,8/6/22 17:41,120000,80000,40000,,,,,,,,,5,,,,,,Naturelle,0,0.25,0.32375795190774775,0.27884340412605285
2022,13624,7,7202,Sablières,1/20/22 17:11,214923,74500,140400,,,,,,,23,,3,,,,,,Involontaire (particulier),0,0.244680851,0.3189961952438222,0.27884340412605285
2023,7324,5,5178,Ventavon,8/13/23 20:14,10000,10000,0,0,0,0,,,,,Estimées,5,Non,,,,,Naturelle,0,0.267605634,0.3079409110292601,0.2363522138126976
2022,15153,30,30009,Alzon,6/6/22 18:12,2179,2179,,,,,,,,,,2,,,,,,Accidentelle,0,0.436363636,0.3217762505414714,0.2455564482412517
2024,20123,13,13071,Les Pennes-Mirabeau,4/22/24 20:41,10000,10000,0,0,0,0,,,,,Mesurées,1,Non,,,,,Accidentelle,0,0.047058824,0.30123634266217264,0.28884692
2022,19602,13,13025,Châteauneuf-le-Rouge,2/12/22 14:08,15,15,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.179104478,0.31134744254949753,0.16743286321944453
2023,11654,2A,2A017,Appietto,9/2/23 10:30,10,0,10,0,0,0,,,,,Estimées,,Non,,,,,Accidentelle,0,0.098039216,0.3215273377147957,0.22271607715842962
2022,14322,2B,2B043,Brando,3/28/22 18:28,4000,,4000,,,,,,,,,1,,,,,,Malveillance,1,0.627118644,0.3790897480251789,0.8219369220065635
2022,17476,2B,2B012,Altiani,7/28/22 13:41,6000,,,,,,,,,,,,,,,,,Malveillance,1,0.952380952,0.3625086583282724,0.7953169691235784
2024,20507,11,11379,Sigean,1/18/24 19:07,10,0,10,0,0,0,,,,,Mesurées,1,Non,,,,,Accidentelle,0,0.086206897,0.3155568361344016,0.20061281615052934
2022,20256,11,11037,Berriac,10/21/22 16:29,2000,,,,,,,,,,,,,,,,,Accidentelle,0,0.241935484,0.3136704201534329,0.2455564482412517
2022,15969,11,11262,Narbonne,2/28/22 13:23,24500,,,,,,,,,,,,,,,,,Involontaire (travaux),0,0.291666667,0.3136704201534329,0.2455564482412517
2023,5599,34,34223,Puimisson,7/13/23 17:06,8924,8924,0,0,0,0,,,,,Mesurées,3,Non,,,,,Malveillance,1,0.345454545,0.3429355808119991,0.4924752707354903
2022,21736,30,30167,Meyrannes,7/18/22 16:34,6,,,,,,,,,,,2,,,,,,Malveillance,1,0.142857143,0.3136662256068309,0.16743286321944453
2023,21489,83,83035,Le Castellet,4/5/23 23:52,2,0,2,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (travaux),0,0.075757576,0.2439033051116381,0.14478935016814082
2022,13579,6,6163,Tende,1/10/22 15:15,600,,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.209302326,0.323837768,0.2455564482412517
2024,28283,2A,2A198,Ota,8/28/24 18:03,1,1,0,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.134615385,0.2975305906238354,0.17798626236455534
2022,5258,974,97411,Saint-Denis,10/9/22 14:53,6861,0,,6861,,,6861,0,0,0,Mesurées,,,,,,,Malveillance,1,0.166666667,0.29894405356080583,0.2648249788936817
2023,1291,13,13007,Auriol,2/16/23 12:52,200,200,,,,,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.226415094,0.2977870602965845,0.19589930753968451
2024,22419,34,34095,Fabrègues,8/29/24 16:03,536,536,0,0,0,0,,,,,Mesurées,4,Non,,,,,Malveillance,1,0.580645161,0.3412443393873755,0.5201111003565617
2022,19364,84,84082,Mormoiron,3/28/22 9:19,5,5,,,,,,,,,,,,,,,,Involontaire (travaux),0,0.081081081,0.3070454686892489,0.15998565891296343
2022,10843,40,40135,Labrit,8/31/22 18:22,3557,3557,,0,,,0,,,0,Estimées,,Non,,,,,Naturelle,0,0.03125,0.26855588322190477,0.17702536103361427
2023,1267,2B,2B172,Murato,3/26/23 13:47,8000,0,8000,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.739130435,0.3750341826916085,0.7683278364582558
2022,7231,61,61418,Saint-Mard-de-Réno,7/26/22 17:55,100000,0,,100000,,,100000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.961538462,0.5746688980772077,0.9349427363494681
2023,9036,6,6018,Biot,9/13/23 18:17,20,20,0,0,0,0,,,,,Estimées,,Non,,,,,Naturelle,0,0.192982456,0.2969920612988314,0.17102691536449957
2024,25928,13,13063,Miramas,11/19/24 16:04,600,600,0,0,0,0,,,,,Mesurées,1,Oui,0,1,0,,Accidentelle,0,0.185185185,0.2906524055343313,0.6295810660219368
2024,22055,34,34274,Saint-Martin-de-Londres,8/23/24 14:54,21581,0,21581,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (travaux),0,0.346938776,0.34997892469886166,0.4794365443048461
2023,5791,2A,2A215,Pianottoli-Caldarello,7/12/23 17:27,204,0,204,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (particulier),0,0.416666667,0.3223785514427117,0.29968636766709916
2023,21788,83,83101,Ramatuelle,8/27/23 8:51,1,1,0,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Naturelle,0,0.169230769,0.23386239786353272,0.14478935016814082
2022,12005,33,33051,Biganos,12/31/22 16:41,8,8,,0,,,0,,,0,Estimées,,Non,,,,,Malveillance,1,0.375,0.2775403264584337,0.1623454337944978
2023,14188,66,66108,Millas,4/15/23 9:53,550,0,550,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.413793103,0.31208512401039384,0.37286721156725416
2022,21160,11,11024,Bages,12/10/22 22:32,500,,,,,,,,,,,,,,,,,Involontaire (travaux),0,0.142857143,0.31940931407909023,0.2455564482412517
2023,646,2A,2A092,Conca,2/12/23 13:19,2000,0,2000,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.767857143,0.3647274298323615,0.4865343731134213
2022,14069,2B,2B223,Pietralba,3/24/22 9:14,56000,36000,20000,,,,,,,,,2,,,,,,Malveillance,1,0.829268293,0.3879478266019417,0.8219369220065635
2022,17716,6,6144,La Tour,7/26/22 17:12,4000,,4000,,,,,,,,,1,,,,,,Naturelle,0,0.466666667,0.3285367849169789,0.27884340412605285
2023,14320,66,66008,Argelès-sur-Mer,6/3/23 11:18,6000,6000,0,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.162162162,0.31810390785326076,0.37286721156725416
2023,11811,2B,2B347,Vezzani,11/14/23 12:27,3000,0,3000,0,0,0,,,,,Estimées,4,Non,,,,,Malveillance,1,0.774193548,0.38290580267382796,0.6088960221196328
2022,20367,66,66145,Ponteilla,11/2/22 13:24,10000,,,,,,,,,10000,,6,,,,,,Involontaire (particulier),0,0.519230769,0.34657706709608704,0.4788234333175916
2023,17128,16,16382,Torsac,8/8/23 17:57,50,50,,0,0,0,,,,,Estimées,,Non,0,0,0,,Involontaire (particulier),0,0.131147541,0.2308227603248115,0.16404591472278288
2023,1437,6,6137,Spéracèdes,4/12/23 11:30,400,0,400,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (particulier),0,0.166666667,0.31320598674456046,0.217407522
2024,22812,13,13071,Les Pennes-Mirabeau,8/10/24 16:40,250,250,0,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (particulier),0,0.08988764,0.30123634266217264,0.30992375228871355
2022,17450,2B,2B315,Santo-Pietro-di-Venaco,7/25/22 17:19,30,,,,,,,,,,,,,,,,,Malveillance,1,0.458333333,0.3559978980995141,0.6792797582660384
2023,21378,83,83097,Pourrières,1/29/23 15:23,300,0,300,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.146341463,0.24758017905284502,0.2025415492891806
2022,7320,61,61215,Laleu,6/15/22 19:01,600,0,,600,,,600,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.989583333,0.549318973,0.9349427363494681
2022,4723,60,60182,Le Crocq,7/19/22 14:49,500000,10000,,0,,,0,0,490000,490000,Mesurées,,,,,,,Involontaire (travaux),0,0.108433735,0.30937909738348784,0.24432826050371725
2022,13424,5,5065,Guillestre,3/4/22 13:05,3724,,3700,,,,,,,24,,1,,,,,,Involontaire (travaux),0,0.5,0.3257166699760002,0.27884340412605285
2022,15647,48,48100,Montbel,3/1/22 13:08,20000,,20000,,,,,,,,,1,,,,,,Involontaire (travaux),0,0.074074074,0.32422300635968426,0.11826197881634563
2023,5794,2A,2A103,Cuttoli-Corticchiato,7/17/23 12:20,790,0,790,0,0,0,,,,,Mesurées,,Non,,,,,Accidentelle,0,0.555555556,0.3250394909618497,0.29968636766709916
2022,15020,2B,2B208,Perelli,4/14/22 10:00,21500,1500,20000,,,,,,,,,1,,,,,,Malveillance,1,0.454545455,0.3823073417643437,0.8219369220065635
2022,14250,13,13056,Martigues,3/24/22 11:08,1000,1000,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.212121212,0.32128681287690625,0.3690770091344836
2022,10384,47,47189,Montignac-Toupinerie,3/26/22 14:53,10000,5000,,5000,0,0,,,,,Estimées,,Non,0,0,0,,Involontaire (particulier),0,0.136363636,0.2279358354729619,0.1814625830216783
2022,102,43,43012,Aurec-sur-Loire,3/25/22 11:36,5400,5400,,0,,,0,0,0,0,Mesurées,,,,,,,Accidentelle,0,0.090163934,0.2821302376840212,0.23139960679859778
2023,17241,40,40257,Sainte-Eulalie-en-Born,4/8/23 16:46,2010,2000,,10,0,0,,,,,Estimées,,Non,0,0,0,,Accidentelle,0,0.047619048,0.22074705687166915,0.16356537288653114
2023,14559,66,66016,Banyuls-sur-Mer,8/17/23 15:37,200,200,0,0,0,0,,,,,Estimées,,Non,,,,,Malveillance,1,0.020408163,0.3090915140431018,0.37286721156725416
2022,19059,13,13056,Martigues,7/20/22 16:14,500,500,,,,,,,,,,1,,,,,,Malveillance,1,0.533333333,0.32128681287690625,0.46494558076882153
2024,364,66,66058,Corneilla-la-Rivière,2/6/24 12:11,8070,0,8070,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0,0.307692308,0.33191930412550313,0.4880027594781673
2022,19785,66,66148,Port-Vendres,9/3/22 2:41,64000,,64000,,,,,,,,,1,,,,,,Accidentelle,0,0.440677966,0.35223841242524373,0.5218587284670951
2022,13763,2B,2B095,Corscia,2/11/22 14:59,321000,220000,101000,,,,,,,,,4,,,,,,Malveillance,1,0.296296296,0.3817000002361168,0.672045399
2022,9254,38,38127,Cornillon-en-Trièves,7/7/22 14:42,200,0,,200,,,200,0,0,0,Estimées,,,,,,,Involontaire (particulier),0,0.164556962,0.2928742806539687,0.2167109858297782
2022,18736,4,4104,Limans,9/2/22 19:24,2000,2000,,,,,,,,,,,,,,,,Naturelle,0,0.090909091,0.30086892860896003,0.14597731413109927
2024,22058,34,34038,Le Bousquet-d'Orb,8/22/24 17:48,4083,4083,0,0,0,0,,,,,Mesurées,3,Non,,,,,Involontaire (travaux),0,0.554347826,0.36483677786095947,0.6684505169293157
2022,6338,56,56030,Camoël,7/14/22 18:50,100,0,,100,,,100,0,0,0,Mesurées,,,,,,,Malveillance,1,0.151515152,0.2931671724921928,0.2229721813542517
2024,20799,11,11013,Argens-Minervois,6/11/24 12:59,10000,0,10000,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0,0.109589041,0.319461443,0.28884692
2022,16004,11,11369,Sallèles-d'Aude,5/7/22 14:44,400,,,,,,,,,,,,,,,,,Malveillance,1,0.098360656,0.3136704201534329,0.2455564482412517
2022,19287,2B,2B145,Loreto-di-Casinca,9/15/22 16:29,25000,5000,20000,,,,,,,,,1,,,,,,Malveillance,1,0.537037037,0.38959241,0.808170545
2022,6240,56,56098,Lanester,7/9/22 15:15,30,0,,30,,,30,0,0,0,Estimées,,,,,,,Malveillance,1,0.028169014,0.28976255847646987,0.16269361605850816
2024,22855,34,34341,Villeveyrac,9/3/24 2:11,154,0,154,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.519230769,0.3473179851797237,0.5201111003565617
2023,5010,13,13001,Aix-en-Provence,6/9/23 14:37,250,250,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.235294118,0.29796022626719204,0.22333653905426157
2023,7063,13,13062,Mimet,8/4/23 22:31,2,2,0,0,0,0,,,,,Mesurées,1,Non,,,,,Malveillance,1,0.893617021,0.31224241797451857,0.20911477439876633
2024,22808,13,13041,Gardanne,7/30/24 12:49,3,3,0,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (particulier),0,0.186046512,0.30419875275925506,0.21721786280730168
2022,17839,2B,2B173,Muro,8/7/22 15:42,200,,,,,,,,,,,,,,,,,Malveillance,1,0.405405405,0.3625086583282724,0.7800433018602837
2022,18400,34,34079,Clermont-l'Hérault,8/20/22 9:07,2519,,2519,,,,,,,,,1,,,,,,Malveillance,1,0.423076923,0.3510105402450436,0.46716847005588513
2023,13725,34,34071,Ceilhes-et-Rocozels,8/10/23 11:05,454,454,0,0,0,0,,,,,Mesurées,3,Non,,,,,Accidentelle,0,0.266666667,0.3413696430865958,0.49499335835797137
2022,3377,15,15147,Parlan,8/10/22 14:19,20000,20000,,0,,,0,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.271186441,0.2882407474944498,0.20737967036144594
2022,11638,33,33320,Petit-Palais-et-Cornemps,7/10/22 18:17,2,2,,0,,,0,,,0,Estimées,,Non,,,,,Malveillance,1,0.45,0.2775403264584337,0.1623454337944978
2022,7235,61,61309,Perche en Nocé,7/25/22 18:22,2000,0,,2000,,,2000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,1,0.5360585669213676,0.9349427363494681
2022,15981,11,11262,Narbonne,3/26/22 13:55,1,,,,,,,,,,,,,,,,,Involontaire (particulier),0,0.12195122,0.3071596599246747,0.15998565891296343
2024,19331,13,13104,Sausset-les-Pins,4/16/24 11:47,5,5,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.183333333,0.29488706444455554,0.17133966332215447
2024,19325,13,13071,Les Pennes-Mirabeau,4/22/24 15:20,200,200,0,0,0,0,,,,,Estimées,1,Non,,,,,Accidentelle,0,0.033333333,0.28995741515732165,0.22706079406440566
2023,353,34,34013,Aspiran,1/31/23 19:24,21834,0,21834,,,,,,,,Mesurées,,Non,,,,,Malveillance,1,0.52,0.3537483190518209,0.47411192153800674
2023,4778,13,13047,Istres,5/8/23 8:50,5,5,0,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.046875,0.3011723910082169,0.16355405545399945
2022,12016,33,33076,Budos,8/25/22 13:39,20000,20000,,0,,,0,,,0,Estimées,,Non,,,,,Naturelle,0,0.282608696,0.2823885497319893,0.22525580548593513
2023,2229,48,48065,Fraissinet-de-Fourques,2/3/23 15:35,17400,12400,0,5000,0,0,,,,,Estimées,3,Non,,,,,Involontaire (travaux),0,0.23,0.3101910533962365,0.092827955
2022,10634,24,24165,Eygurande-et-Gardedeuil,8/4/22 18:23,50000,50000,,0,,,0,,,,Estimées,,Non,,,,,Malveillance,1,0.688888889,0.3110659026866542,0.2167109858297782
2023,4724,13,13001,Aix-en-Provence,4/25/23 15:43,200,200,0,0,0,0,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.307692308,0.29573816601727815,0.217407522
2023,1320,13,13007,Auriol,3/30/23 13:36,100,100,,,,,,,,,Estimées,1,Non,,,,,Involontaire (particulier),0,0.121621622,0.29686081971940864,0.1766748794797802
2023,1268,2B,2B169,Morosaglia,3/26/23 17:34,358700,219900,0,138700,0,100,,,,,Estimées,5,Non,,,,,Malveillance,1,0.636363636,0.36156702090623943,0.7683278364582558
2022,18934,13,13005,Aubagne,8/6/22 19:36,150,150,,,,,,,,,,1,,,,,,Malveillance,1,0.020833333,0.3171021270074186,0.2455564482412517
2023,21429,83,83016,Le Beausset,3/8/23 14:36,2,0,2,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.344827586,0.2439033051116381,0.14478935016814082
2023,8497,34,34163,Montarnaud,8/25/23 14:17,586,0,586,0,0,0,,,,,Mesurées,1,Non,,,,,Involontaire (particulier),0,0.617647059,0.3581510950463126,0.5080422612498566
2022,7133,61,61169,Flers,8/29/22 18:11,8000,0,,8000,,,8000,0,,,,,,,,,Données partielles ou non valides,Malveillance,1,0.99047619,0.5338248684341479,0.9349427363494681
2023,6783,13,13063,Miramas,7/31/23 19:25,50,50,0,0,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.238095238,0.3478512582645005,0.5485195012078874
2022,17763,66,66203,Taulis,7/19/22 13:21,300,300,,,,,,,,,,3,,,,,,Involontaire (particulier),0,0.216216216,0.33786858253994767,0.45398885191536004
2022,5526,29,29240,Rosnoën,8/9/22 14:16,10000,0,,10000,,,10000,0,0,0,Estimées,,,,,,,Involontaire (travaux),0,0.37704918,0.3169434778546562,0.22570255694792477
2023,6545,30,30329,Thoiras,5/15/23 9:32,77,77,0,0,0,0,,,,,Mesurées,,Non,,,,,Involontaire (travaux),0,0.086956522,0.3071451540061645,0.23353099870954216
2022,15202,13,13071,Les Pennes-Mirabeau,5/29/22 13:44,500,500,,,,,,,,,,1,,,,,,Involontaire (particulier),0,0.243589744,0.31446875099376087,0.2455564482412517
2023,8710,2B,2B292,Sant'Andréa-di-Bozio,9/8/23 14:56,40000,5000,33000,2000,0,0,,,,,Estimées,1,Non,,,,,Malveillance,1,0.786516854,0.4500825645964268,0.7870020325795886
2022,10555,47,47010,Antagnac,11/13/22 12:16,2,2,,0,0,0,,,,,Estimées,,Non,0,0,0,,Involontaire (particulier),0,0.183673469,0.21554124062792693,0.12948524494265753
2022,9591,65,65295,Luz-Saint-Sauveur,2/8/22 14:44,400000,50000,,350000,,,50000,300000,0,300000,Estimées,,,,,,,Malveillance,1,0.094240838,0.282643614,0.2167109858297782
2023,21382,83,83015,Bauduen,1/31/23 12:54,10,0,10,0,0,0,,,,,Estimées,,Non,0,0,0,Données partielles ou non valides,Involontaire (particulier),0,0.016129032,0.2439033051116381,0.14478935016814082
2023,13088,74,74010,Annecy,3/24/23 14:32,100,100,,0,0,0,,,,,Estimées,,Non,,,,,Involontaire (travaux),0,0.076923077,0.2958478734237058,0.1875122344349059
2022,26,43,43049,Chamalières-sur-Loire,2/19/22 14:30,11500,8250,,3250,,,0,3250,0,3250,Mesurées,,,,,,,Involontaire (travaux),0,0.071856287,0.2898981545191722,0.23139960679859778
